DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte,Description,Tests-1,Errors-1,Mean_Test_Time_(ms)-1,Test_Time_Standard_Deviation_(ms)-1,TPS-1,Mean_response_length-1,Response_bytes_per_second-1,Response_errors-1,Mean_time_to_resolve_host-1,Mean_time_to_establish_connection-1,Mean_time_to_first_byte-1,Description,Tests-2,Errors-2,Mean_Test_Time_(ms)-2,Test_Time_Standard_Deviation_(ms)-2,TPS-2,Mean_response_length-2,Response_bytes_per_second-2,Response_errors-2,Mean_time_to_resolve_host-2,Mean_time_to_establish_connection-2,Mean_time_to_first_byte-2
2025-10-17 16:44:54,4,113,0,70.345,5.709,56.5,19.531,1103.5,0,0,0.133,37.425,좋아요 추가,56,0,66.214,4.292,28,16,448,0,0,0.018,2.625,좋아요 취소,57,0,74.404,3.646,28.5,23,655.5,0,0,0.246,71.614
2025-10-17 16:44:56,4,114,0,70.114,6.644,57,19.5,1111.5,0,0,0.193,36.772,좋아요 추가,57,0,66.386,6.48,28.5,16,456,0,0,0,2.614,좋아요 취소,57,0,73.842,4.299,28.5,23,655.5,0,0,0.386,70.93
2025-10-17 16:44:58,4,68,0,111.294,12.017,34,19.5,663,0,0,0.162,58.603,좋아요 추가,34,0,105,10.51,17,16,272,0,0,0.029,0.029,좋아요 취소,34,0,117.588,9.956,17,23,391,0,0,0.294,117.176
2025-10-17 16:45:00,4,52,0,162.615,117.975,26,19.365,503.5,0,0,0.115,85.038,좋아요 추가,27,0,149.037,119.232,13.5,16,216,0,0,0,0,좋아요 취소,25,0,177.28,114.813,12.5,23,287.5,0,0,0.24,176.88
2025-10-17 16:45:02,4,99,0,80.081,19.346,49.5,19.606,970.5,0,0,0.162,45.162,좋아요 추가,48,0,71.604,10.058,24,16,384,0,0,0,0,좋아요 취소,51,0,88.059,22.361,25.5,23,586.5,0,0,0.314,87.667
2025-10-17 16:45:04,4,72,0,111.25,9.003,36,19.5,702,0,0,0.153,58.056,좋아요 추가,36,0,106.056,8.459,18,16,288,0,0,0.056,0.056,좋아요 취소,36,0,116.444,6.048,18,23,414,0,0,0.25,116.056
2025-10-17 16:45:06,4,88,0,89.807,25.011,44,19.5,858,0,0,0.159,47.568,좋아요 추가,44,0,84.182,22.031,22,16,352,0,0,0,0,좋아요 취소,44,0,95.432,26.503,22,23,506,0,0,0.318,95.136
2025-10-17 16:45:08,4,91,0,87.78,22.752,45.5,19.385,882,0,0,0.231,45.044,좋아요 추가,47,0,82.489,21.801,23.5,16,376,0,0,0.021,0.021,좋아요 취소,44,0,93.432,22.384,22,23,506,0,0,0.455,93.136
2025-10-17 16:45:10,4,73,0,111.027,15.039,36.5,19.548,713.5,0,0,0.164,59.411,좋아요 추가,36,0,104.306,14.073,18,16,288,0,0,0,0,좋아요 취소,37,0,117.568,12.915,18.5,23,425.5,0,0,0.324,117.216
2025-10-17 16:45:12,4,92,0,87.293,19.449,46,19.5,897,0,0,0.174,46.674,좋아요 추가,46,0,80.848,15.467,23,16,368,0,0,0,1.63,좋아요 취소,46,0,93.739,20.837,23,23,529,0,0,0.348,91.717
